# Motion State      
# Angle Units       : radians
# Time              	centreOfRotation	centreOfMass	rotation	velocity	omega
9.39393             	(-8.313789687338e-03 0.000000000000e+00 4.767143697999e-02)	(-8.313789687338e-03 0.000000000000e+00 4.767143697999e-02)	(0.000000000000e+00 1.066956093740e-01 0.000000000000e+00)	(4.390922665562e-01 0.000000000000e+00 5.803069233492e-02)	(0.000000000000e+00 2.989395879201e-02 0.000000000000e+00)
9.4                 	(-5.647450416086e-03 0.000000000000e+00 4.800831372570e-02)	(-5.647450416086e-03 0.000000000000e+00 4.800831372570e-02)	(0.000000000000e+00 1.068346071269e-01 0.000000000000e+00)	(4.399315030980e-01 0.000000000000e+00 5.302383002334e-02)	(0.000000000000e+00 1.591601875392e-02 0.000000000000e+00)
9.40625             	(-2.895162901204e-03 0.000000000000e+00 4.832345548950e-02)	(-2.895162901204e-03 0.000000000000e+00 4.832345548950e-02)	(0.000000000000e+00 1.068883394268e-01 0.000000000000e+00)	(4.408013715326e-01 0.000000000000e+00 4.781632688787e-02)	(0.000000000000e+00 1.263664863698e-03 0.000000000000e+00)
9.4125              	(-1.379617165674e-04 0.000000000000e+00 4.860623440158e-02)	(-1.379617165674e-04 0.000000000000e+00 4.860623440158e-02)	(0.000000000000e+00 1.068539165630e-01 0.000000000000e+00)	(4.415037098894e-01 0.000000000000e+00 4.266777642827e-02)	(0.000000000000e+00 -1.229253749084e-02 0.000000000000e+00)
9.41875             	(2.623312909718e-03 0.000000000000e+00 4.885688265079e-02)	(2.623312909718e-03 0.000000000000e+00 4.885688265079e-02)	(0.000000000000e+00 1.067366923528e-01 0.000000000000e+00)	(4.421047715837e-01 0.000000000000e+00 3.753453007153e-02)	(0.000000000000e+00 -2.523214937675e-02 0.000000000000e+00)
9.42455             	(5.190343540783e-03 0.000000000000e+00 4.906091116889e-02)	(5.190343540783e-03 0.000000000000e+00 4.906091116889e-02)	(0.000000000000e+00 1.065564855682e-01 0.000000000000e+00)	(4.425339057943e-01 0.000000000000e+00 3.277207371230e-02)	(0.000000000000e+00 -3.688153039735e-02 0.000000000000e+00)
9.43036             	(7.758640936355e-03 0.000000000000e+00 4.923736318451e-02)	(7.758640936355e-03 0.000000000000e+00 4.923736318451e-02)	(0.000000000000e+00 1.063091373491e-01 0.000000000000e+00)	(4.425408959774e-01 0.000000000000e+00 2.803126470778e-02)	(0.000000000000e+00 -4.836995969394e-02 0.000000000000e+00)
9.43616             	(1.032637895800e-02 0.000000000000e+00 4.938643227462e-02)	(1.032637895800e-02 0.000000000000e+00 4.938643227462e-02)	(0.000000000000e+00 1.059971024334e-01 0.000000000000e+00)	(4.423409299784e-01 0.000000000000e+00 2.333554139073e-02)	(0.000000000000e+00 -5.917287570021e-02 0.000000000000e+00)
9.44254             	(1.314866872175e-02 0.000000000000e+00 4.951880739771e-02)	(1.314866872175e-02 0.000000000000e+00 4.951880739771e-02)	(0.000000000000e+00 1.055730883831e-01 0.000000000000e+00)	(4.418444575773e-01 0.000000000000e+00 1.813062092139e-02)	(0.000000000000e+00 -7.367959923533e-02 0.000000000000e+00)
9.44893             	(1.596723286064e-02 0.000000000000e+00 4.961810772629e-02)	(1.596723286064e-02 0.000000000000e+00 4.961810772629e-02)	(0.000000000000e+00 1.050607999122e-01 0.000000000000e+00)	(4.411735667910e-01 0.000000000000e+00 1.297369572196e-02)	(0.000000000000e+00 -8.682671920001e-02 0.000000000000e+00)
9.45531             	(1.878101552030e-02 0.000000000000e+00 4.968426331283e-02)	(1.878101552030e-02 0.000000000000e+00 4.968426331283e-02)	(0.000000000000e+00 1.044587996159e-01 0.000000000000e+00)	(4.403463273170e-01 0.000000000000e+00 7.746743599140e-03)	(0.000000000000e+00 -1.017869352335e-01 0.000000000000e+00)
9.4617              	(2.158870152892e-02 0.000000000000e+00 4.971696764820e-02)	(2.158870152892e-02 0.000000000000e+00 4.971696764820e-02)	(0.000000000000e+00 1.037640710129e-01 0.000000000000e+00)	(4.392633112495e-01 0.000000000000e+00 2.493837233969e-03)	(0.000000000000e+00 -1.158763948723e-01 0.000000000000e+00)
9.46936             	(2.494774938775e-02 0.000000000000e+00 4.971178347360e-02)	(2.494774938775e-02 0.000000000000e+00 4.971178347360e-02)	(0.000000000000e+00 1.028104647214e-01 0.000000000000e+00)	(4.376893343294e-01 0.000000000000e+00 -3.853628886295e-03)	(0.000000000000e+00 -1.331009804248e-01 0.000000000000e+00)
9.47702             	(2.829411643770e-02 0.000000000000e+00 4.965786790584e-02)	(2.829411643770e-02 0.000000000000e+00 4.965786790584e-02)	(0.000000000000e+00 1.017337949768e-01 0.000000000000e+00)	(4.359525409850e-01 0.000000000000e+00 -1.022860527182e-02)	(0.000000000000e+00 -1.480025257735e-01 0.000000000000e+00)
9.48468             	(3.162574060276e-02 0.000000000000e+00 4.955477694203e-02)	(3.162574060276e-02 0.000000000000e+00 4.955477694203e-02)	(0.000000000000e+00 1.005408589789e-01 0.000000000000e+00)	(4.338400002897e-01 0.000000000000e+00 -1.669204919029e-02)	(0.000000000000e+00 -1.634554254119e-01 0.000000000000e+00)
9.49234             	(3.493932278811e-02 0.000000000000e+00 4.940245044422e-02)	(3.493932278811e-02 0.000000000000e+00 4.940245044422e-02)	(0.000000000000e+00 9.923355701470e-02 0.000000000000e+00)	(4.312417948814e-01 0.000000000000e+00 -2.308256453010e-02)	(0.000000000000e+00 -1.778592581108e-01 0.000000000000e+00)
9.5                 	(3.823181617651e-02 0.000000000000e+00 4.920085779676e-02)	(3.823181617651e-02 0.000000000000e+00 4.920085779676e-02)	(0.000000000000e+00 9.781006861540e-02 0.000000000000e+00)	(4.283339907903e-01 0.000000000000e+00 -2.955415534861e-02)	(0.000000000000e+00 -1.937900076544e-01 0.000000000000e+00)
9.50588             	(4.074440655916e-02 0.000000000000e+00 4.901245317178e-02)	(4.074440655916e-02 0.000000000000e+00 4.901245317178e-02)	(0.000000000000e+00 9.663663211013e-02 0.000000000000e+00)	(4.259443496700e-01 0.000000000000e+00 -3.450837135831e-02)	(0.000000000000e+00 -2.051898039359e-01 0.000000000000e+00)
9.51216             	(4.340819644264e-02 0.000000000000e+00 4.877953630370e-02)	(4.340819644264e-02 0.000000000000e+00 4.877953630370e-02)	(0.000000000000e+00 9.530787465606e-02 0.000000000000e+00)	(4.231358672075e-01 0.000000000000e+00 -3.973911108151e-02)	(0.000000000000e+00 -2.183648095571e-01 0.000000000000e+00)
9.51843             	(4.605363745347e-02 0.000000000000e+00 4.851391211443e-02)	(4.605363745347e-02 0.000000000000e+00 4.851391211443e-02)	(0.000000000000e+00 9.389497111974e-02 0.000000000000e+00)	(4.200954145407e-01 0.000000000000e+00 -4.493379393099e-02)	(0.000000000000e+00 -2.320118396737e-01 0.000000000000e+00)
9.52523             	(4.889799853352e-02 0.000000000000e+00 4.818951729382e-02)	(4.889799853352e-02 0.000000000000e+00 4.818951729382e-02)	(0.000000000000e+00 9.227534598025e-02 0.000000000000e+00)	(4.167998384370e-01 0.000000000000e+00 -5.051872860606e-02)	(0.000000000000e+00 -2.445442433896e-01 0.000000000000e+00)
9.53271             	(5.200121914219e-02 0.000000000000e+00 4.778937201421e-02)	(5.200121914219e-02 0.000000000000e+00 4.778937201421e-02)	(0.000000000000e+00 9.039985962272e-02 0.000000000000e+00)	(4.132538763121e-01 0.000000000000e+00 -5.651913855430e-02)	(0.000000000000e+00 -2.571281529380e-01 0.000000000000e+00)
9.54018             	(5.507642785854e-02 0.000000000000e+00 4.734471998062e-02)	(5.507642785854e-02 0.000000000000e+00 4.734471998062e-02)	(0.000000000000e+00 8.843572227755e-02 0.000000000000e+00)	(4.093067457900e-01 0.000000000000e+00 -6.242341106620e-02)	(0.000000000000e+00 -2.682553760544e-01 0.000000000000e+00)
9.54766             	(5.811988224135e-02 0.000000000000e+00 4.685607461098e-02)	(5.811988224135e-02 0.000000000000e+00 4.685607461098e-02)	(0.000000000000e+00 8.638021914791e-02 0.000000000000e+00)	(4.047595471698e-01 0.000000000000e+00 -6.828654569578e-02)	(0.000000000000e+00 -2.815690894692e-01 0.000000000000e+00)
9.55514             	(6.112695029951e-02 0.000000000000e+00 4.632444769273e-02)	(6.112695029951e-02 0.000000000000e+00 4.632444769273e-02)	(0.000000000000e+00 8.422590233665e-02 0.000000000000e+00)	(3.995734011217e-01 0.000000000000e+00 -7.391999420797e-02)	(0.000000000000e+00 -2.946861116845e-01 0.000000000000e+00)
9.56261             	(6.409307779473e-02 0.000000000000e+00 4.575081553308e-02)	(6.409307779473e-02 0.000000000000e+00 4.575081553308e-02)	(0.000000000000e+00 8.196934969867e-02 0.000000000000e+00)	(3.938080831551e-01 0.000000000000e+00 -7.952218215064e-02)	(0.000000000000e+00 -3.089164991435e-01 0.000000000000e+00)
9.57009             	(6.701478084933e-02 0.000000000000e+00 4.513650115310e-02)	(6.701478084933e-02 0.000000000000e+00 4.513650115310e-02)	(0.000000000000e+00 7.959924423362e-02 0.000000000000e+00)	(3.876902874297e-01 0.000000000000e+00 -8.480145400479e-02)	(0.000000000000e+00 -3.250614222702e-01 0.000000000000e+00)
9.57757             	(6.988933518248e-02 0.000000000000e+00 4.448280424177e-02)	(6.988933518248e-02 0.000000000000e+00 4.448280424177e-02)	(0.000000000000e+00 7.711501627070e-02 0.000000000000e+00)	(3.811962482018e-01 0.000000000000e+00 -9.005629635005e-02)	(0.000000000000e+00 -3.394405063402e-01 0.000000000000e+00)
9.58505             	(7.271407319637e-02 0.000000000000e+00 4.378980974773e-02)	(7.271407319637e-02 0.000000000000e+00 4.378980974773e-02)	(0.000000000000e+00 7.453448413191e-02 0.000000000000e+00)	(3.743649556894e-01 0.000000000000e+00 -9.531287209463e-02)	(0.000000000000e+00 -3.508181041874e-01 0.000000000000e+00)
9.59252             	(7.548664618744e-02 0.000000000000e+00 4.305770417417e-02)	(7.548664618744e-02 0.000000000000e+00 4.305770417417e-02)	(0.000000000000e+00 7.187263840135e-02 0.000000000000e+00)	(3.672427256378e-01 0.000000000000e+00 -1.005177746852e-01)	(0.000000000000e+00 -3.611894643326e-01 0.000000000000e+00)
9.6                 	(7.820479378382e-02 0.000000000000e+00 4.228722919495e-02)	(7.820479378382e-02 0.000000000000e+00 4.228722919495e-02)	(0.000000000000e+00 6.913304840172e-02 0.000000000000e+00)	(3.598068004044e-01 0.000000000000e+00 -1.055758705115e-01)	(0.000000000000e+00 -3.716133895669e-01 0.000000000000e+00)
9.60588             	(8.030315365869e-02 0.000000000000e+00 4.165473684893e-02)	(8.030315365869e-02 0.000000000000e+00 4.165473684893e-02)	(0.000000000000e+00 6.692432415657e-02 0.000000000000e+00)	(3.536293796317e-01 0.000000000000e+00 -1.094754266916e-01)	(0.000000000000e+00 -3.793606009956e-01 0.000000000000e+00)
9.61176             	(8.236507273200e-02 0.000000000000e+00 4.099950315535e-02)	(8.236507273200e-02 0.000000000000e+00 4.099950315535e-02)	(0.000000000000e+00 6.466821701001e-02 0.000000000000e+00)	(3.474168928059e-01 0.000000000000e+00 -1.133078615583e-01)	(0.000000000000e+00 -3.877241924294e-01 0.000000000000e+00)
9.61728             	(8.426443870059e-02 0.000000000000e+00 4.036492508483e-02)	(8.426443870059e-02 0.000000000000e+00 4.036492508483e-02)	(0.000000000000e+00 6.251135510701e-02 0.000000000000e+00)	(3.414138287382e-01 0.000000000000e+00 -1.168359801371e-01)	(0.000000000000e+00 -3.945045047067e-01 0.000000000000e+00)
9.62279             	(8.613033515075e-02 0.000000000000e+00 3.971121749397e-02)	(8.613033515075e-02 0.000000000000e+00 3.971121749397e-02)	(0.000000000000e+00 6.031879003733e-02 0.000000000000e+00)	(3.352784818391e-01 0.000000000000e+00 -1.202453822160e-01)	(0.000000000000e+00 -4.006719279877e-01 0.000000000000e+00)
9.62794             	(8.784090327563e-02 0.000000000000e+00 3.908425263442e-02)	(8.784090327563e-02 0.000000000000e+00 3.908425263442e-02)	(0.000000000000e+00 5.824281966371e-02 0.000000000000e+00)	(3.293935331661e-01 0.000000000000e+00 -1.233783819258e-01)	(0.000000000000e+00 -4.059961700051e-01 0.000000000000e+00)
9.63309             	(8.952083087827e-02 0.000000000000e+00 3.844118660659e-02)	(8.952083087827e-02 0.000000000000e+00 3.844118660659e-02)	(0.000000000000e+00 5.614066401688e-02 0.000000000000e+00)	(3.233723140689e-01 0.000000000000e+00 -1.265018266155e-01)	(0.000000000000e+00 -4.108463028995e-01 0.000000000000e+00)
9.63824             	(9.116964772960e-02 0.000000000000e+00 3.778221549486e-02)	(9.116964772960e-02 0.000000000000e+00 3.778221549486e-02)	(0.000000000000e+00 5.401578960688e-02 0.000000000000e+00)	(3.173047377294e-01 0.000000000000e+00 -1.295585764081e-01)	(0.000000000000e+00 -4.148231589843e-01 0.000000000000e+00)
9.64338             	(9.278720033361e-02 0.000000000000e+00 3.710773614183e-02)	(9.278720033361e-02 0.000000000000e+00 3.710773614183e-02)	(0.000000000000e+00 5.187285957379e-02 0.000000000000e+00)	(3.112239075720e-01 0.000000000000e+00 -1.325277985616e-01)	(0.000000000000e+00 -4.178612634114e-01 0.000000000000e+00)
9.64853             	(9.437245539348e-02 0.000000000000e+00 3.641819371129e-02)	(9.437245539348e-02 0.000000000000e+00 3.641819371129e-02)	(0.000000000000e+00 4.971191430814e-02 0.000000000000e+00)	(3.047544462311e-01 0.000000000000e+00 -1.354115725102e-01)	(0.000000000000e+00 -4.218242885524e-01 0.000000000000e+00)
9.65321             	(9.578445547030e-02 0.000000000000e+00 3.577855717416e-02)	(9.578445547030e-02 0.000000000000e+00 3.577855717416e-02)	(0.000000000000e+00 4.772954731163e-02 0.000000000000e+00)	(2.987687437586e-01 0.000000000000e+00 -1.379899371503e-01)	(0.000000000000e+00 -4.254996802085e-01 0.000000000000e+00)
9.65789             	(9.716829689577e-02 0.000000000000e+00 3.512692888339e-02)	(9.716829689577e-02 0.000000000000e+00 3.512692888339e-02)	(0.000000000000e+00 4.573042599003e-02 0.000000000000e+00)	(2.927185696376e-01 0.000000000000e+00 -1.405371595008e-01)	(0.000000000000e+00 -4.289853760930e-01 0.000000000000e+00)
9.66257             	(9.852366603602e-02 0.000000000000e+00 3.446344001182e-02)	(9.852366603602e-02 0.000000000000e+00 3.446344001182e-02)	(0.000000000000e+00 4.371650859719e-02 0.000000000000e+00)	(2.865988059759e-01 0.000000000000e+00 -1.430594633347e-01)	(0.000000000000e+00 -4.318232960256e-01 0.000000000000e+00)
9.66725             	(9.985045792963e-02 0.000000000000e+00 3.378818071465e-02)	(9.985045792963e-02 0.000000000000e+00 3.378818071465e-02)	(0.000000000000e+00 4.169171137616e-02 0.000000000000e+00)	(2.805038627465e-01 0.000000000000e+00 -1.455681620972e-01)	(0.000000000000e+00 -4.336346989938e-01 0.000000000000e+00)
9.67193             	(1.011488117220e-01 0.000000000000e+00 3.310127048480e-02)	(1.011488117220e-01 0.000000000000e+00 3.310127048480e-02)	(0.000000000000e+00 3.966031805890e-02 0.000000000000e+00)	(2.744435836717e-01 0.000000000000e+00 -1.480393673530e-01)	(0.000000000000e+00 -4.346418517691e-01 0.000000000000e+00)
9.6766              	(1.024188456918e-01 0.000000000000e+00 3.240294022552e-02)	(1.024188456918e-01 0.000000000000e+00 3.240294022552e-02)	(0.000000000000e+00 3.762512299000e-02 0.000000000000e+00)	(2.683991772773e-01 0.000000000000e+00 -1.504493477396e-01)	(0.000000000000e+00 -4.352592865470e-01 0.000000000000e+00)
9.68128             	(1.036605712380e-01 0.000000000000e+00 3.169353123409e-02)	(1.036605712380e-01 0.000000000000e+00 3.169353123409e-02)	(0.000000000000e+00 3.558797808609e-02 0.000000000000e+00)	(2.623437436083e-01 0.000000000000e+00 -1.527746493246e-01)	(0.000000000000e+00 -4.354748651053e-01 0.000000000000e+00)
9.68596             	(1.048739684539e-01 0.000000000000e+00 3.097335015658e-02)	(1.048739684539e-01 0.000000000000e+00 3.097335015658e-02)	(0.000000000000e+00 3.355165767346e-02 0.000000000000e+00)	(2.562908420739e-01 0.000000000000e+00 -1.550535987574e-01)	(0.000000000000e+00 -4.349060910624e-01 0.000000000000e+00)
9.69064             	(1.060590679544e-01 0.000000000000e+00 3.024259609165e-02)	(1.060590679544e-01 0.000000000000e+00 3.024259609165e-02)	(0.000000000000e+00 3.152061473211e-02 0.000000000000e+00)	(2.502485020978e-01 0.000000000000e+00 -1.572938074869e-01)	(0.000000000000e+00 -4.332180037838e-01 0.000000000000e+00)
9.69532             	(1.072158856036e-01 0.000000000000e+00 2.950139125414e-02)	(1.072158856036e-01 0.000000000000e+00 2.950139125414e-02)	(0.000000000000e+00 2.950028203683e-02 0.000000000000e+00)	(2.442023669377e-01 0.000000000000e+00 -1.595205440846e-01)	(0.000000000000e+00 -4.303270229911e-01 0.000000000000e+00)
9.7                 	(1.083444825315e-01 0.000000000000e+00 2.874982746786e-02)	(1.083444825315e-01 0.000000000000e+00 2.874982746786e-02)	(0.000000000000e+00 2.749606511873e-02 0.000000000000e+00)	(2.381861895244e-01 0.000000000000e+00 -1.617214923699e-01)	(0.000000000000e+00 -4.263285526781e-01 0.000000000000e+00)
9.70476             	(1.094641551621e-01 0.000000000000e+00 2.797446803150e-02)	(1.094641551621e-01 0.000000000000e+00 2.797446803150e-02)	(0.000000000000e+00 2.547698705659e-02 0.000000000000e+00)	(2.320701993324e-01 0.000000000000e+00 -1.639316810903e-01)	(0.000000000000e+00 -4.216795844528e-01 0.000000000000e+00)
9.70977             	(1.106113042725e-01 0.000000000000e+00 2.714707529456e-02)	(1.106113042725e-01 0.000000000000e+00 2.714707529456e-02)	(0.000000000000e+00 2.337577786605e-02 0.000000000000e+00)	(2.256358613597e-01 0.000000000000e+00 -1.662002895591e-01)	(0.000000000000e+00 -4.166979008900e-01 0.000000000000e+00)
9.71479             	(1.117260480982e-01 0.000000000000e+00 2.630853187960e-02)	(1.117260480982e-01 0.000000000000e+00 2.630853187960e-02)	(0.000000000000e+00 2.129942177640e-02 0.000000000000e+00)	(2.191404296719e-01 0.000000000000e+00 -1.683807134306e-01)	(0.000000000000e+00 -4.117632442275e-01 0.000000000000e+00)
9.7198              	(1.128082189830e-01 0.000000000000e+00 2.545923090374e-02)	(1.128082189830e-01 0.000000000000e+00 2.545923090374e-02)	(0.000000000000e+00 1.924926873341e-02 0.000000000000e+00)	(2.126392521983e-01 0.000000000000e+00 -1.704924877122e-01)	(0.000000000000e+00 -4.062422989812e-01 0.000000000000e+00)
9.72481             	(1.138578094762e-01 0.000000000000e+00 2.459941786542e-02)	(1.138578094762e-01 0.000000000000e+00 2.459941786542e-02)	(0.000000000000e+00 1.722954193299e-02 0.000000000000e+00)	(2.061408561795e-01 0.000000000000e+00 -1.725749970876e-01)	(0.000000000000e+00 -3.996220741656e-01 0.000000000000e+00)
9.72982             	(1.148749330060e-01 0.000000000000e+00 2.372921730466e-02)	(1.148749330060e-01 0.000000000000e+00 2.372921730466e-02)	(0.000000000000e+00 1.524678410476e-02 0.000000000000e+00)	(1.996849763209e-01 0.000000000000e+00 -1.746370887492e-01)	(0.000000000000e+00 -3.914901673915e-01 0.000000000000e+00)
9.73484             	(1.158597819645e-01 0.000000000000e+00 2.284879456101e-02)	(1.158597819645e-01 0.000000000000e+00 2.284879456101e-02)	(0.000000000000e+00 1.330726839662e-02 0.000000000000e+00)	(1.932633365029e-01 0.000000000000e+00 -1.766536024807e-01)	(0.000000000000e+00 -3.823674774690e-01 0.000000000000e+00)
9.74027             	(1.168905390496e-01 0.000000000000e+00 2.188372267628e-02)	(1.168905390496e-01 0.000000000000e+00 2.188372267628e-02)	(0.000000000000e+00 1.125983523657e-02 0.000000000000e+00)	(1.863655290158e-01 0.000000000000e+00 -1.787919346257e-01)	(0.000000000000e+00 -3.717072446300e-01 0.000000000000e+00)
9.7457              	(1.178837125713e-01 0.000000000000e+00 2.090730616490e-02)	(1.178837125713e-01 0.000000000000e+00 2.090730616490e-02)	(0.000000000000e+00 9.269757418968e-03 0.000000000000e+00)	(1.794209742703e-01 0.000000000000e+00 -1.808318172934e-01)	(0.000000000000e+00 -3.612432599021e-01 0.000000000000e+00)
